Co Code,Bus Entity,Profit Centre,Project Code,Project,Project Region Old,SegForSegReprt_SEGMENT,Division,Post Code,City,District,Postal Area,Street,Project Type,CompanyGroup,Company Group_Old,Profit Center Name,Profit Center Long Name,Profit Center Short Name,Profit Center Source,Project Region,Region Code,Inventory Status,Company Group,Company,FLAG1,FLAG2,FLAG3
3051,,HPNCCO000,HL PROMOTE,HL PROMOTERS - Corporate Common PC.,North,CORP,Corporate,NULL,NULL,NULL,NULL,NULL,Residential,TV,Tata Value Homes,HL PROMOTERS-Corp.Co,HL PROMOTERS - Corporate Common PC.,HL PROMOTERS-CORP.CO,SAP,North,N,NULL,Tata Value Homes,HL Promoters Private Ltd,X,,
5110,,TRWNGCH02,Capitol,Capitol Height,West,R120,Premium Homes,NULL,NULL,NULL,NULL,NULL,Residential,TR,Tata Realty,Capitol Heights,Capitol Heights,CAPITOL HEIGHTS,SAP,West,W,NULL,Tata Realty,Gurgaon Realtech Ltd.,,,
5330,,TISCHTI22,RITC,Intellion Park Ramanujan,South,C120,Commercial,NULL,NULL,NULL,NULL,NULL,Commercial,TR,Tata Realty,TRIL Info-Com-O&M,RE F SEZ Com TRIL Infopark O & M,TRIL INFO-COM-O&M,SAP,South,S,NULL,Tata Realty,TRIL Infopark Limited,,,
1000,N.A,1000Cap01,Capitol Heights,Capitol Heights,West,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Residential,TR,Tata Realty,NULL,NULL,NULL,SAP,West,W,NULL,Tata Housing,Tata Housing Dev Co. Ltd,,,
1000,N.A,1000Rai01,Raisina Residency,Raisina Residency,North,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Residential,TH,Tata Housing,NULL,NULL,NULL,SAP,North,N,NULL,Tata Housing,Tata Housing Dev Co. Ltd,,,
1100,,LTNGGL000,GATE VIDA,Common Project - Lemon Tree,North,RONI,Regional Office North India,NULL,NULL,NULL,NULL,NULL,Residential,TH,Tata Housing,Common Project-LT,Common Project - Lemon Tree,COMMON PROJECT-LT,SAP,North,N,NULL,Tata Housing,Gatevida Developers P Ltd,X,,
1120,,PHSCO0000,Promont,"Promont (HT), SOUTH  Common",South,ROSI,Regional Office South India,NULL,NULL,NULL,NULL,NULL,Residential,TH,Tata Housing,"Promont(HT),SOUTH CO","Promont (HT), SOUTH  Common","PROMONT(HT),SOUTH CO",SAP,South,S,NULL,Tata Housing,Promont Hilltop Pvt Ltd,X,X,
1150,,OBSBGPD01,OBLP,SWARAM,South,R130,Luxury Homes,NULL,NULL,NULL,NULL,NULL,Residential,TH,Tata Housing,OBLP- Plotted Dev 01,OBLP- Plotted Development  Ph1,OBLP- PLOTTED DEV 01,SAP,South,S,NULL,Tata Housing,One Bangalore Lux Pro LLP,,,
3000,,SVSCO0000,rosi,South India Common,South,ROSI,Regional Office South India,NULL,NULL,NULL,NULL,NULL,Residential,TV,Tata Value Homes,South India Common,South India Common,SOUTH INDIA COMMON,SAP,South,S,NULL,Tata Value Homes,Tata Value Homes Limited,X,,
3000,,SVWCO0000,ROWI,Western India Common,West,ROWI,Regional Office Western Region,NULL,NULL,NULL,NULL,NULL,Residential,TV,Tata Value Homes,Western India Common,Western India Common,WESTERN INDIA COMMON,SAP,West,W,NULL,Tata Value Homes,Tata Value Homes Limited,X,,
3030,,NSCCO0000,SVH(Boisar,SVH(Boisar) P L -Corporate Common,West,CORP,Corporate,NULL,NULL,NULL,NULL,NULL,Residential,TV,Tata Value Homes,SVH (Br.)P L. Co.Com,SVH(Boisar) P L -Corporate Common,SVH (BR.)P L. CO.COM,SAP,West,W,NULL,Tata Value Homes,SVH (Boisar) PL,X,,
5140,NA,AICCOAI00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,Arrow Infra Estates Pvt L,NULL,NULL,NULL
5250,NA,ALCMUAC00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,Acme Living Solutions,NULL,NULL,NULL
1050,NA,APCCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Ardent Properties Pvt Ltd,NULL,NULL,NULL
1050,NA,APWTHSL00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Ardent Properties Pvt Ltd,NULL,NULL,NULL
1010,NA,ARCCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,APEX Realty Pvt. Ltd.,NULL,NULL,NULL
1010,NA,ARIMLLI01,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,APEX Realty Pvt. Ltd.,NULL,NULL,NULL
1020,NA,CMCCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Concept Mktg & Advt. Ltd.,NULL,NULL,NULL
5120,NA,GCCCOGC00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,Gurgaon Construct Well,NULL,NULL,NULL
1070,NA,GICCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Gurgaon Infratech Pvt Ltd,NULL,NULL,NULL
5110,NA,GRCCOGR00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,Gurgaon Realtech Ltd.,NULL,NULL,NULL
5320,NA,HFCDLHF00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,HV Farms Private Limited,NULL,NULL,NULL
3050,NA,HRNCCO000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Value Homes,HLT Residency Pvt Ltd,NULL,NULL,NULL
5370,NA,IICGGII00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,International Infrabuild,NULL,NULL,NULL
5390,NA,IMCMUIM00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,INDUSTRIAL MINERALS & CHE,NULL,NULL,NULL
5390,NA,IMWNMIP03,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,INDUSTRIAL MINERALS & CHE,NULL,NULL,NULL
5370,NA,INGGII01,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,International Infrabuild,NULL,NULL,NULL
5240,NA,IPSIPCO00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,INFOPARK PROPERTIES LTD.,NULL,NULL,NULL
5240,NA,IPSIPSO00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,INFOPARK PROPERTIES LTD.,NULL,NULL,NULL
5130,NA,ITCCOIT00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TRIL IT4 Private Limited,NULL,NULL,NULL
1080,NA,KRCCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Kriday Realty Private Ltd,NULL,NULL,NULL
1080,NA,KRECO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Kriday Realty Private Ltd,NULL,NULL,NULL
3060,NA,LKCCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Value Homes,Land KartBuilders Pvt Ltd,NULL,NULL,NULL
3060,NA,LKNCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Value Homes,Land KartBuilders Pvt Ltd,NULL,NULL,NULL
1060,NA,LSCCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Landscape Structures Pvt,NULL,NULL,NULL
1060,NA,LSSCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Landscape Structures Pvt,NULL,NULL,NULL
1060,NA,LSSSHC000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Landscape Structures Pvt,NULL,NULL,NULL
1100,NA,LTCCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Gatevida Developers P Ltd,NULL,NULL,NULL
5350,NA,MICMUCO00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,MIA Infrastructure Pvt Lt,NULL,NULL,NULL
5350,NA,MIWMUMI01,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,MIA Infrastructure Pvt Lt,NULL,NULL,NULL
5380,NA,MRCGGMR00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,Mikado Realtors Pvt Ltd,NULL,NULL,NULL
NULL,NA,N.A 01,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NA,N.A 02,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NA,N.A 03,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NA,N.A 04,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NA,N.A 05,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NA,N.A 06,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NA,N.A 07,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NA,N.A 08,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,NULL,NULL,NULL,NULL,NULL
1140,NA,NBRCCO000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,North Bombay Real Estate,NULL,NULL,NULL
1150,NA,OBCCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,One Bangalore Lux Pro LLP,NULL,NULL,NULL
1150,NA,OBSBGAP00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,One Bangalore Lux Pro LLP,NULL,NULL,NULL
1150,NA,OBSBGDL00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,One Bangalore Lux Pro LLP,NULL,NULL,NULL
1150,NA,OBSBGPD03,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,One Bangalore Lux Pro LLP,NULL,NULL,NULL
1150,NA,OBSBGVL00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,One Bangalore Lux Pro LLP,NULL,NULL,NULL
1150,NA,OBSCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,One Bangalore Lux Pro LLP,NULL,NULL,NULL
4011,NA,OCICCO000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Value Homes,One-Colombo Proj Pvt Ltd,NULL,NULL,NULL
4011,NA,OCISKRH01,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Value Homes,One-Colombo Proj Pvt Ltd,NULL,NULL,NULL
4011,NA,OCISRM000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Value Homes,One-Colombo Proj Pvt Ltd,NULL,NULL,NULL
1120,NA,PHCCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Promont Hilltop Pvt Ltd,NULL,NULL,NULL
1110,NA,PHNDLP000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Promont Hillside Pvt Ltd,NULL,NULL,NULL
1090,NA,PICCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Princeton Infra Pvt. Ltd.,NULL,NULL,NULL
1110,NA,PSCCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Promont Hillside Pvt Ltd,NULL,NULL,NULL
1021,NA,RBCCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,THDC Mgmt Services Ltd,NULL,NULL,NULL
1130,NA,SHCCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Sohna City LLP,NULL,NULL,NULL
1130,NA,SONGGAL02,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Sohna City LLP,NULL,NULL,NULL
3020,NA,SPSPYRS00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Value Homes,SVH (Peenya Project) PL,NULL,NULL,NULL
3000,NA,SVECO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Value Homes,Tata Value Homes Limited,NULL,NULL,NULL
3040,NA,SVEKLK000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Value Homes,SVH (New Project) LLP,NULL,NULL,NULL
3040,NA,SVHCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Value Homes,SVH (New Project) LLP,NULL,NULL,NULL
3000,NA,SVNCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Value Homes,Tata Value Homes Limited,NULL,NULL,NULL
3020,NA,SVPSC0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Value Homes,SVH (Peenya Project) PL,NULL,NULL,NULL
3000,NA,SVSORCA00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Value Homes,Tata Value Homes Limited,NULL,NULL,NULL
3000,NA,SVSPYC000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Value Homes,Tata Value Homes Limited,NULL,NULL,NULL
3000,NA,SVSPYNH01,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Value Homes,Tata Value Homes Limited,NULL,NULL,NULL
3000,NA,SVSPYRS00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Value Homes,Tata Value Homes Limited,NULL,NULL,NULL
3000,NA,SVSPYRS01,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Value Homes,Tata Value Homes Limited,NULL,NULL,NULL
3000,NA,SVWVSSG00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Value Homes,Tata Value Homes Limited,NULL,NULL,NULL
5130,NA,T005UPLOAD,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TRIL IT4 Private Limited,NULL,NULL,NULL
5290,NA,T029UPLOAD,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TRIF Gurgaon Housing Proj,NULL,NULL,NULL
5320,NA,T033UPLOAD,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,HV Farms Private Limited,NULL,NULL,NULL
5390,NA,T049UPLOAD,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,INDUSTRIAL MINERALS & CHE,NULL,NULL,NULL
5340,NA,TBSBCCO00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,NULL,TRIL Bengaluru Consultant,NULL,NULL,NULL
5340,NA,TBSBCSO00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,NULL,TRIL Bengaluru Consultant,NULL,NULL,NULL
5170,NA,TCCCOTC00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TRIL Constructions Ltd,NULL,NULL,NULL
1021,NA,TFCPS0001,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,THDC Mgmt Services Ltd,NULL,NULL,NULL
1021,NA,TFCVS0001,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,THDC Mgmt Services Ltd,NULL,NULL,NULL
1021,NA,TFEKLR000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,THDC Mgmt Services Ltd,NULL,NULL,NULL
1021,NA,TFNCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,THDC Mgmt Services Ltd,NULL,NULL,NULL
1021,NA,TFSCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,THDC Mgmt Services Ltd,NULL,NULL,NULL
1021,NA,TFWAHC000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,THDC Mgmt Services Ltd,NULL,NULL,NULL
1021,NA,TFWBRNA01,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,THDC Mgmt Services Ltd,NULL,NULL,NULL
1021,NA,TFWBRSV01,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,THDC Mgmt Services Ltd,NULL,NULL,NULL
1021,NA,TFWCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,THDC Mgmt Services Ltd,NULL,NULL,NULL
1021,NA,TFWPNIP01,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,THDC Mgmt Services Ltd,NULL,NULL,NULL
1021,NA,TFWVSSG01,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,THDC Mgmt Services Ltd,NULL,NULL,NULL
5290,NA,TGCGGTG00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TRIF Gurgaon Housing Proj,NULL,NULL,NULL
5230,NA,THCCOCO00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TRIL Hospitality Pvt Ltd,NULL,NULL,NULL
1000,NA,THEKLI000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Tata Housing Dev Co. Ltd,NULL,NULL,NULL
